id,SEQ.,Usina,size,Number,Tipo,Delivery date,Leilao,Potencia,"Garantia
Física (MWmédio)",Lotes Vendidos,Preço (R$/MW),Localização,Fonte,Mod.,Invest. Previsto  (R$),empresa_consorcio,Year,price_US$,inv_US$,GDP growth,Risk (EMBI+),Gross capital formation (% of GDP),FDI (% of GDP),Primary energy consumption (exajoules),G,exch,inv US$ billion
82,25,UTE Unidade de Bioenergia Alto Taquari,0.034,29,Reserva,2009/2010,Leilão 1/2008,72.7,27,27,52.69,Alto Taquari / MT,"Bagaço de Cana-de-Açúcar 
(Alternativo: resíduos agrícolas)",PIE,"96,360,000.00",Brenco Companhia Brasileira de Energia Renovável,2008,22.55371972,41246469,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.041246469
83,26,UTE Unidade de Bioenergia Costa Rica,0.034,29,Reserva,2009/2010,Leilão 1/2008,72.7,27,27,53.74,Costa Rica / MS,"Bagaço de Cana-de-Açúcar 
(Alternativo: resíduos agrícolas)",PIE,"96,360,000.00",Brenco Companhia Brasileira de Energia Renovável,2008,23.00316754,41246469,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.041246469
84,27,UTE Unidade de Bioenergia Morro Vermelho,0.034,29,Reserva,2009/2010,Leilão 1/2008,72.7,27,27,55.87,Mineiros / GO,"Bagaço de Cana-de-Açúcar 
(Alternativo: resíduos agrícolas)",PIE,"96,360,000.00",Brenco Companhia Brasileira de Energia Renovável,2008,23.91490455,41246469,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.041246469
85,28,UTE Vale do Tijuco,0.034,29,Reserva,2009/2010,Leilão 1/2008,45,7.3,7,59.52,Uberaba / MG,bagaco,PIE,"100 956 000,00",Companhia Energética de Açúcar e Álcool Vale do Tijuco Ltda.,2008,25.47727078,#WERT!,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,#WERT!
86,29,UTE Chapadão Agroenergia,0.034,29,Reserva,2009/2010,Leilão 1/2008,192,39.8,12,60.04,Chapadão do Sul / MS,bagaco,PIE,"340,000,000.00",Chapadão Agroenergia Ltda.,2008,25.69985446,145535485,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.145535485
87,1,UTE Cacimbaes,0.042,24,A-5,2013,Leilão 3/2008,126.59,66.2,64,145,Linhares / ES,Gás Natural,PIE,"261,572,000.00","Consórcio Termo Cacimbaes - Thermes Participações S.A. (99,999%) e Spectrum Energy Partners Consultoria Ltda (0,001%) ",2008,62.06660389,111964729,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.111964729
88,2,UTE Cauhyra I,0.042,24,A-5,2013,Leilão 3/2008,148,68.1,68,146,Cariacica / ES,Óleo Combustível B1,PIE,"220,000,000.00",Hexagonal Construções Ltda.,2008,62.49464943,94170020,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.09417002
89,3,UTE Escolha,0.042,24,A-5,2013,Leilão 3/2008,337.56,194.1,189,144.5,Cariacica / ES,Gás Natural,PIE,"634,363,000.00","Consórcio Termo Escolha - Thermes Participações S.A. (33,333%), Spectrum Energy Partners Consultoria Ltda (0,001%) e Trana Construções S.A. (66,666%)",2008,61.85258111,271536256,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.271536256
90,4,UTE Iconha,0.042,24,A-5,2013,Leilão 3/2008,184,104.1,100,146,Iconha / ES,Óleo Combustível 1B,PIE,"230,850,000.00","Consórcio MC2 BE ES - Benco Energia Ltda. (10%) e
Águas Guariroba Ambiental Ltda. (90%)",2008,62.49464943,98814314,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.098814314
91,5,UTE MC2 Camaçari 2,0.042,24,A-5,2013,Leilão 3/2008,176,103.3,99,145.98,Camaçari / BA,Óleo Combustível,PIE,"327,130,000.00","Consórcio MC2 EB BA - Ellobras Infraestrutura e Participações Ltda.(0,01%) e
Águas Guariroba Aambiental Ltda. (99,99%)",2008,62.48608852,140026539,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140026539
92,6,UTE MC2 Camaçari 3,0.042,24,A-5,2013,Leilão 3/2008,176,103.3,99,145.97,Camaçari / BA,Óleo Combustível,PIE,"327,160,000.00","Consórcio MC2 EB BA - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba ambiental ltda. 99,99%",2008,62.48180806,140039380,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.14003938
93,7,UTE MC2 Governador Mangabeira,0.042,24,A-5,2013,Leilão 3/2008,176,103.3,99,146,Governador Mangabeira / BA,Óleo Combustível,PIE,"327,130,000.00","Consórcio MC2 EB BA - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",2008,62.49464943,140026539,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140026539
94,8,UTE MC2 João Neiva,0.042,24,A-5,2013,Leilão 3/2008,330,233.3,225,146,João Neiva / ES,Gás Natural Regaseificado (a partir de GNL),PIE,"685,867,000.00","Consórcio MC2 GP ES RN - Genpower Energy Participações Ltda. (0,01%) e Águas Guariroba Ambiental Ltda. (99,99%)",2008,62.49464943,293582313,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.293582313
95,9,UTE MC2 Joinville,0.042,24,A-5,2013,Leilão 3/2008,330,233.3,225,146,Nova Venécia / ES,Gas Natural,PIE,"685,867,000.00","Consórcio MC2 EC ES RS - Ellocin Brasil Participações e Consultoria Empresarial Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",2008,62.49464943,293582313,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.293582313
96,10,UTE MC2 Macaíba,0.042,24,A-5,2013,Leilão 3/2008,400,232.6,224,146,Macaíba / RN,Óleo Combustível,PIE,"641,110,000.00","Consórcio MC2 GP ES RN - Genpower Energy Participações Lltda. (0,01%) e 
Águas Guariroba Ambiental Ltda. (99,99%)",2008,62.49464943,274424279,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.274424279
97,11,UTE MC2 Messias,0.042,24,A-5,2013,Leilão 3/2008,176,101.4,97,146,Messias / AL,Óleo Combustível,PIE,"260,000,000.00","Consórcio MC2 EB MA AL SE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",2008,62.49464943,111291842,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.111291842
98,12,UTE MC2 Nossa Senhora do Socorro,0.042,24,A-5,2013,Leilão 3/2008,176,100.5,97,146,Nossa Senhora do Socorro / SE,Óleo Combustível,PIE,"327,130,000.00","Consórcio MC2 EB MA AL SE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",2008,62.49464943,140026539,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140026539
99,13,UTE MC2 Nova Venecia 2,0.042,24,A-5,2013,Leilão 3/2008,176,101.6,98,146,Nova Venécia / ES,Óleo Combustível,PIE,"327,130,000.00","Consórcio MC2 GP ES RN - Genpower Energy Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",2008,62.49464943,140026539,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140026539
100,14,UTE MC2 Pecem 2,0.042,24,A-5,2013,Leilão 3/2008,350,208.4,201,146,Caucaia / CE,Óleo Combustível,PIE,"560,413,000.00","Consórcio MC2 GP CE - Genpower Energy Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",2008,62.49464943,239882288,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.239882288
101,15,UTE MC2 Rio Largo,0.042,24,A-5,2013,Leilão 3/2008,176,101.4,97,146,Messias / AL,Óleo Combustível,PIE,"260,000,000.00","Consórcio MC2 EB MA AL SE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",2008,62.49464943,111291842,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.111291842
102,16,UTE MC2 Santo Antonio de Jesus,0.042,24,A-5,2013,Leilão 3/2008,176,103.3,99,145.99,Simões Filho / BA,Óleo Combustível,PIE,"327,130,000.00","Consórcio MC2 EB BA PE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",2008,62.49036898,140026539,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140026539
103,17,UTE MC2 Sapeaçu,0.042,24,A-5,2013,Leilão 3/2008,176,103.3,99,146,Sapeaçu / BA,Óleo Combustível,PIE,"327,130,000.00","Consórcio MC2 EB BA PE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",2008,62.49464943,140026539,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140026539
104,18,UTE MC2 Suape II B,0.042,24,A-5,2013,Leilão 3/2008,350,208.4,201,146,Suape / PE,Óleo Combustível,PIE,"560,414,000.00","Consórcio MC2 EB BA PE - Ellobras Infraestrutura e Participações Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",2008,62.49464943,239882716,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.239882716
105,19,UTE Paraúna ,0.042,24,A-5,2013,Leilão 3/2008,114,44.7,35,0,Paraúna / GO,bagaco,PIE,"344,422,000.00",Cosan Centroeste S.A. Açúcar e Álcool,2008,0,147428302,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.147428302
106,20,UTE Pernambuco III,0.042,24,A-5,2013,Leilão 3/2008,200.79,109.2,104,144.7,Igarassu / PE,"Óleo Combustível Especial B1
Alternativo:  Óleo Diesel",PIE,"329,383,000.00",Consórcio PE III - Multiner S.A. (99%) e A&G Energia Empreendimentos Ltda ME (1%) ,2008,61.93819022,140990925,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140990925
107,21,UTE Porto do Pecém II,0.042,24,A-5,2013,Leilão 3/2008,360,294.7,276,140,São Gonçalo do Amarante / CE,Carvão Mineral Importado,PIE,"878,689,000.00",MPX Energia S.A.,2008,59.92637617,376118911,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.376118911
108,22,UTE Termopower V,0.042,24,A-5,2013,Leilão 3/2008,200.79,109.2,104,145.9,Cabo de Santo  Agostinho / PE,"Óleo Combustível Especial B1
Alternativo:  Óleo Diesel",PIE,"329,383,000.00",Consórcio TP V - Multiner S.A. (99%) e A&G Energia Empreendimentos Ltda ME (1%) ,2008,62.45184488,140990925,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140990925
109,23,UTE Termopower VI,0.042,24,A-5,2013,Leilão 3/2008,200.79,109.2,104,144.8,Cabo de Santo  Agostinho / PE,"Óleo Combustível Especial B1
Alternativo:  Óleo Diesel",PIE,"329,383,000.00",Consórcio TP VI - Multiner S.A. (99%) e A&G Energia Empreendimentos Ltda ME (1%) ,2008,61.98099478,140990925,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140990925
110,24,UHE Baixo Iguaçu,0.042,24,A-5,2013,Leilão 3/2008,350,172.8,121,98.98,"Capanema (PR) 
Capitão Leônidas Marques (PR)",Água,PIE,"1,090,914,120.00",Neoenergia S.A.,2008,42.36794795,466960928,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.466960928
111,1,UHE Jirau,1,1,Estruturante,2013,Leilão 5/2008,3300,1975.3,1382,71.37,Porto Velho / RO,Água,PIE,"8,699,124,120.00","Consórcio Energia Sustentável do Brasil - Suez Energy South América Participações Ltda. (50,1%);
Camargo Corrêa Investimentos em Infra-Estrutura S.A. (9,9%);
Eletrosul – Centrais Elétricas S.A. (20%); e
Companhia Hidro Elétrica do São Francisco – CHESF (20%)
",2008,30.54961048,3723621317,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,3.723621317
112,1,UTE Pernambuco IV,0.1,10,A-3,2011,Leilão 2/2008,200.79,112.4,107,130.97,Igarassu / PE,"Óleo Combustível Especial B1
Alternativo:  Óleo Diesel",PIE,"329,383,000.00",Consórcio Pernambuco IV - Multiner S.A. (99% - Líder do Consórcio); e A&G Energia Empreendimentos Ltda. - ME (1%),2008,56.0611249,140990925,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140990925
113,2,UTE Santa Rita de Cássia ,0.1,10,A-3,2011,Leilão 2/2008,174.6,97.8,93,129.79,Santa Rita / PB,"Óleo Combustível Especial B1
Alternativo:  Óleo Diesel",PIE,"285,259,000.00",Consórcio Santa Rita de Cássia - Multiner S.A. (90% - Líder do Consórcio); e Gênesis 2000 Exploração e Produção de Hidrocarbonetos Ltda. (10%),2008,55.55603116,122103844,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.122103844
114,3,UTE José de Alencar,0.1,10,A-3,2011,Leilão 2/2008,300,173.3,169,131.41,Caucaia / CE,Gás Natural Liquefeito,PIE,"631,249,000.00","Consórcio Agroenergia -  Thermes Participações S.A. (99,952%) e Agroenergia do Norte S.A. (0,047%)  ",2008,56.24946494,270203322,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.270203322
115,4,UTE MC2 Catu,0.1,10,A-3,2011,Leilão 2/2008,176,105.7,102,126.85,Catu / BA,Óleo Combustível,PIE,"327,130,000.00","Consórcio MC2 EB BA1 - Ellobras Infraestrutura e Participações Ltda. (0,01%) e 
Águas Guariroba Ambiental Lltda. 99,99%",2008,54.29757726,140026539,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140026539
116,5,UTE MC2 Camaçari 1,0.1,10,A-3,2011,Leilão 2/2008,176,105.7,102,125.85,Camaçari / BA,Óleo Combustível,PIE,"327,130,000.00","Consórcio MC2 EB BA1 - Ellobras Infraestrutura e Participações Ltda. (0,01%) e 
Águas Guariroba Ambiental Ltda. (99,99%)",2008,53.86953172,140026539,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140026539
117,6,UTE MC2 Dias Dávila 1,0.1,10,A-3,2011,Leilão 2/2008,176,105.7,102,126.35,Dias Dávila / BA,Óleo Combustível,PIE,"327,130,000.00","Consórcio MC2 EB BA 2 - Ellobras Infraestrutura e Participações Ltda. (0,01%) e 
Águas Guariroba Ambiental Ltda. (99,99%)",2008,54.08355449,140026539,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140026539
118,7,UTE MC2 Dias Dávila 2,0.1,10,A-3,2011,Leilão 2/2008,176,105.7,102,125.35,Dias Dávila / BA,Óleo Combustível,PIE,"327,130,000.00","Consórcio MC2 EB BA2 - Ellobras Infraestrutura e Participações Ltda. (0,01%) e 
Águas Guariroba Ambiental Ltda. (99,99%)",2008,53.65550895,140026539,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140026539
119,8,UTE MC2 Feira de Santana,0.1,10,A-3,2011,Leilão 2/2008,176,105.2,101,127.85,Feira de Santana / BA,Óleo Combustível,PIE,"327,130,000.00","Consórcio MC2 EC RS BA - Ellocin Brasil Participações e Consultoria Empresarial Ltda. (0,01%) e
Águas Guariroba Ambiental Ltda. (99,99%)",2008,54.72562281,140026539,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140026539
120,9,UTE Linhares,0.1,10,A-3,2011,Leilão 2/2008,204,98.7,96,130,Linhares / ES,Gás Natural,PIE,"283,148,000.00",Consórcio Linhares - Linhares Energia Ltda (50%) e Fundo de Investimento em Participações Brasil Energia (50%),2008,55.64592073,121200240,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.12120024
121,10,UTE MC2 Senhor do Bonfim,0.1,10,A-3,2011,Leilão 2/2008,176,105.7,102,127.84,Senhor do Bonfim,Óleo Combustível,PIE,"327,130,000.00","Consórcio MC2 EB BA3 - Ellobras Infraestrutura e Participações Ltda. (0,01%) e 
Águas Guariroba Ambiental Ltda. (99,99%)",2008,54.72134235,140026539,5.094195447,300,21.61938284,2.990663287,10.06,130230.5,2.3362,0.140026539
122,1,EOL Alvorada,0.014,71,Reserva,2012,Leilão 3/2009,7.5,3.97,3,144.94,Caetité / BA,Vento,PIE,"30,147,050.00",Castelo Energética S.A. - CESA,2009,83.27970581,17321909,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.017321909
123,2,EOL Araras,0.014,71,Reserva,2012,Leilão 3/2009,30,12.6,12,150.38,Acaraú / CE,Vento,PIE,"164,608,860.00","Consórcio Araras:
Energimp S.A. (90%) e
Central Eólica Araras (10%)",2009,86.40542404,94581050,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.09458105
124,3,EOL Aratuá 1,0.014,71,Reserva,2012,Leilão 3/2009,14.4,6.92,6,151.77,Guamaré / RN,Vento,PIE,"68,196,000.00",Aratua Central Geradora Eólica S.A.,2009,87.20409101,39184096,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.039184096
125,4,EOL Areia Branca,0.014,71,Reserva,2012,Leilão 3/2009,27.3,11.75,11,152.63,Areia Branca / RN,Vento,PIE,"143,400,000.00","Consórcio Areia Branca:
Eólica Bela Vista Ltda. (0,5%)
Martifer Renováveis Geração de Eneregia e Participações S.A. (50,5%)
CHESF - Companhia Hidro Elétrica do São Francisco (49%)",2009,87.69823029,82394852,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.082394852
126,5,EOL Barra dos Coqueiros,0.014,71,Reserva,2012,Leilão 3/2009,30,10.5,10,152.5,Barra dos Coqueiros / SE,Vento,PIE,"162,397,500.00",Energen Energias Renováveis S.A.,2009,87.62353482,93310446,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.093310446
127,6,EOL Buriti,0.014,71,Reserva,2012,Leilão 3/2009,30,11.09,11,150.38,Acaraú / CE,Vento,PIE,"163,888,360.00","Consórcio Buriti:
Energimp S.A. (90%)
Central Eólica Buriti S.A. (10%)",2009,86.40542404,94167065,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.094167065
128,7,EOL Cabeço Preto,0.014,71,Reserva,2012,Leilão 3/2009,19.8,6.56,6,151.97,João Câmara / RN,Vento,PIE,"100,918,220.00","Consórcio Gestamp Eólica:
Corporacion Gestamp SL (5%)
Gestamp Eólica Brasil S.A. (95%)",2009,87.31900712,57985647,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.057985647
129,8,EOL Cajucoco,0.014,71,Reserva,2012,Leilão 3/2009,30,12.09,12,150.38,Itarema / CE,Vento,PIE,"165,546,560.00","Consórcio Cajucoco:
Energimp S.A. (90%)
Central Eólica Cajucoco (10%)",2009,86.40542404,95119835,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.095119835
130,9,EOL Candiba,0.014,71,Reserva,2012,Leilão 3/2009,9,4.28,4,144.94,Guanambi / BA,Vento,PIE,"35,175,050.00",Renova Energia S.A.,2009,83.27970581,20210900,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.0202109
131,10,EOL Colônia,0.014,71,Reserva,2012,Leilão 3/2009,18.9,8.26,8,149.9,São Gonçalo do Amarante / CE,Vento,PIE,"103,268,050.00","Consórcio Energio Colonia:
Energio Nordeste Energias Renováveis S.A. (99%)
Central Eólica Colônia Ltda. (1%)",2009,86.12962537,59335814,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.059335814
132,11,EOL Coqueiros,0.014,71,Reserva,2012,Leilão 3/2009,27,11.6,11,150.38,Acaraú / CE,Vento,PIE,"147,541,030.00","Consórcio Coqueiro:
Energimp S.A. (90%)
Central Eólica Coqueiro S.A. (10%)",2009,86.40542404,84774207,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.084774207
133,12,EOL Coxilha Negra V,0.014,71,Reserva,2012,Leilão 3/2009,30,11.33,11,131,Santana do Livramento / RS,Vento,PIE,"247,264,520.00","Consórcio Coxilha Negra V:
Eletrosul Centrais Elétricas S.A. (90%)
Wobben Windpower Indústria e Comércio Ltda. (10%)",2009,75.27005286,142073385,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.142073385
134,13,EOL Coxilha Negra  VI,0.014,71,Reserva,2012,Leilão 3/2009,30,11.33,11,131,Santana do Livramento / RS,Vento,PIE,"243,659,640.00","Consórcio Coxilha Negra VI:
Eletrosul Centrais Elétricas S.A. (90%)
Wobben Windpower Indústria e Comércio Ltda. (10%)",2009,75.27005286,140002092,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.140002092
135,14,EOL Coxilha Negra  VII,0.014,71,Reserva,2012,Leilão 3/2009,30,11.33,11,131,Santana do Livramento / RS,Vento,PIE,"244,741,100.00","Consórcio Coxilha Negra VII:
Eletrosul Centrais Elétricas S.A. (90%)
Wobben Windpower Indústria e Comércio Ltda. (10%)",2009,75.27005286,140623477,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.140623477
136,15,EOL Dunas de Paracuru,0.014,71,Reserva,2012,Leilão 3/2009,42,19.79,19,149.96,Paracuru / CE,Vento,PIE,"189,543,000.00","Consórcio Dunas de Paracuru:
Ventos Brasil Comércio E Representações Ltda. (60%)
Inversiones Tenería Empreendimentos do Brasil Ltda. (40%)",2009,86.16410021,108907722,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.108907722
137,16,EOL Embuaca,0.014,71,Reserva,2012,Leilão 3/2009,25.2,11.14,11,151.07,Trairí / CE,Vento,PIE,"121,561,000.00","Consórcio Embuaca:
Eólica Embuaca Ltda. (0,5%)
Martifer Renováveis Geração de Eneregia e Participações S.A.  (99,5%)",2009,86.80188462,69846587,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.069846587
138,17,EOL Eurus VI,0.014,71,Reserva,2012,Leilão 3/2009,7.2,3.16,3,150,Parazinho / RN,Vento,PIE,"39,751,000.00",Eurus VI Energias Renováveis Ltda.,2009,86.18708343,22840152,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.022840152
139,18,EOL Faisa I,0.014,71,Reserva,2012,Leilão 3/2009,25.2,9.37,9,152.66,Trairí / CE,Vento,PIE,"137,995,000.00","Consórcio Faisa I:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)",2009,87.71546771,79289244,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.079289244
140,19,EOL Faisa II,0.014,71,Reserva,2012,Leilão 3/2009,25.2,9.54,9,152.65,Trairí / CE,Vento,PIE,"137,995,000.00","Consórcio Faisa II:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)",2009,87.7097219,79289244,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.079289244
141,20,EOL Faisa III,0.014,71,Reserva,2012,Leilão 3/2009,25.2,8.31,8,152.69,Trairí / CE,Vento,PIE,"137,995,000.00","Consórcio Faisa III:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)",2009,87.73270513,79289244,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.079289244
142,21,EOL Faisa IV,0.014,71,Reserva,2012,Leilão 3/2009,25.2,8.55,8,152.67,Trairí / CE,Vento,PIE,"137,995,000.00","Consórcio Faisa IV:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)",2009,87.72121351,79289244,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.079289244
143,22,EOL Faisa V,0.014,71,Reserva,2012,Leilão 3/2009,27.3,9.09,9,152.68,Trairí / CE,Vento,PIE,"147,488,000.00","Consórcio Faisa V:
Eólica Faisa Ltda. (0,5%)
Martifer Renováveis Geração de Energia e Participações S.A.  (99,5%)",2009,87.72695932,84743737,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.084743737
